ArchieKao,"https://m.media-amazon.com/images/M/MV5BMDU1NDJiZmQtNDA4Zi00OTU1LTkxMzktMDdlMTI3NTgyY2EzXkEyXkFqcGdeQXVyMDgzODMxMw@@._V1_UY209_CR3,0,140,209_AL_.jpg",1969-12-14,50
EdisonChen,"https://m.media-amazon.com/images/M/MV5BMTI4ODA3ODkwOV5BMl5BanBnXkFtZTcwNTUzODIzMQ@@._V1_UY209_CR20,0,140,209_AL_.jpg",1980-10-7,39
NicholasTse,"https://m.media-amazon.com/images/M/MV5BODQxMTQwNDA0M15BMl5BanBnXkFtZTcwMjk3MjQzOA@@._V1_UY209_CR87,0,140,209_AL_.jpg",1980-8-29,39
LeehomWang,"https://m.media-amazon.com/images/M/MV5BNmY1OTQ3N2ItMjdiMS00ZTExLWJkOGYtNDViMmE1ZWUzNDQzXkEyXkFqcGdeQXVyMjM5MzkxNDg@._V1_UX140_CR0,0,140,209_AL_.jpg",1976-5-17,43
JamesShigeta,"https://m.media-amazon.com/images/M/MV5BMTQwMTI2NDg2OV5BMl5BanBnXkFtZTcwNzg4MzkxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1929-6-17,90
WonBin,"https://m.media-amazon.com/images/M/MV5BMTkzMjIwMzY3MV5BMl5BanBnXkFtZTcwNzI0MzYxMw@@._V1_UY209_CR87,0,140,209_AL_.jpg",1977-11-10,42
DustinNguyen,"https://m.media-amazon.com/images/M/MV5BMTUzNjY5NTcxOF5BMl5BanBnXkFtZTYwNjU2Njcy._V1_UX140_CR0,0,140,209_AL_.jpg",1962-9-17,57
SabShimono,"https://m.media-amazon.com/images/M/MV5BMTQ2MzIxMjE3NV5BMl5BanBnXkFtZTcwMzc3OTY4NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1937-7-31,82
GarretSato,"https://m.media-amazon.com/images/M/MV5BZDkyMDg2ZmMtYjQ3YS00ODQ4LThmNDUtMjJmNzUxNmYwN2JhXkEyXkFqcGdeQXVyNjY5MjI3Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",1964-11-7,55
KenWatanabe,"https://m.media-amazon.com/images/M/MV5BMTQzMTUzNjc4Nl5BMl5BanBnXkFtZTcwMTUyODU2Mw@@._V1_UY209_CR2,0,140,209_AL_.jpg",1959-10-21,60
EricTsang,"https://m.media-amazon.com/images/M/MV5BNGRjMjY5NjMtOGZiNi00M2VkLWExZjItYWRmZmI1MmQzN2Q4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX140_CR0,0,140,209_AL_.jpg",1953-4-14,66
LouisKoo,"https://m.media-amazon.com/images/M/MV5BMTUzNTY0MjIwNV5BMl5BanBnXkFtZTcwNDMyODA4OQ@@._V1_UY209_CR65,0,140,209_AL_.jpg",1970-10-21,49
TioPakusadewo,"https://m.media-amazon.com/images/M/MV5BMTAxOTExNzk4ODheQTJeQWpwZ15BbWU4MDYyNDA2NDEx._V1_UY209_CR87,0,140,209_AL_.jpg",1963-9-2,56
ChinHan,"https://m.media-amazon.com/images/M/MV5BNDA5NDc1NTAwNV5BMl5BanBnXkFtZTgwNDA4Mjk5MjE@._V1_UY209_CR2,0,140,209_AL_.jpg",1969-11-27,50
KeaganKang,"https://m.media-amazon.com/images/M/MV5BYTJiN2FiZjctNWNkZi00MGVlLTk0ZjQtZGZjNjhmMjljYTkyXkEyXkFqcGdeQXVyMzQ5OTMxMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",1976-5-5,43
Rain,"https://m.media-amazon.com/images/M/MV5BNDcxNTY1MTg0NV5BMl5BanBnXkFtZTcwOTQwOTQ1Mw@@._V1_UY209_CR92,0,140,209_AL_.jpg",1982-6-25,37
Yun-FatChow,"https://m.media-amazon.com/images/M/MV5BMTQ1ODkzMDU4MF5BMl5BanBnXkFtZTYwODk0MzY0._V1_UX140_CR0,0,140,209_AL_.jpg",1955-5-18,64
AndyLau,"https://m.media-amazon.com/images/M/MV5BMzQzNDkxMjMxMl5BMl5BanBnXkFtZTYwMzMzODA3._V1_UY209_CR85,0,140,209_AL_.jpg",1961-9-27,58
KaTungLam,"https://m.media-amazon.com/images/M/MV5BMTYxNDI3OTA5OF5BMl5BanBnXkFtZTgwOTY1MDMzMjE@._V1_UY209_CR87,0,140,209_AL_.jpg",1967-9-21,52
