Bill Kaulitz,23.0
Mike Rowe,47.0
Douglas Booth,26.0
Adele,24.0
Danna García,26.0
Gal Gadot,29.0
Stoya,23.0
Amber Evans,19.0
Kate Gosselin,33.0
Katie McGrath,25.0
Alexis Texas,25.0
Austin Butler,26.0
Erin Burnett,31.0
Elizabeth Gillies,24.0
Adelaide Kane,23.0
Kaya Scodelario,25.0
Rosie Huntington-Whiteley,26.0
Colin Morgan,29.0
Colin Morgan,33.0
Gina Carano,35.0
Sara Tommasi,29.0
Kelli Berglund,25.0
Sasha Grey,25.0
Claire Holt,25.0
Maia Mitchell,22.0
Fahriye Evcen Özçivit,26.0
Sterling Knight,25.0
Megyn Kelly,32.0
Candice King,26.0
Tyler Blackburn,25.0
Daniela Ruah,35.0
Jessica Lowndes,32.0
Milena Velba,32.0
Mehmet Akif Alakurt,41.0
Bridgit Mendler,27.0
Leo Howard,22.0
Engin Akyürek,32.0
April Bowlby,31.0
Angelique Boyer,26.0
Holland Roden,25.0
Alison Brie,28.0
Sam Heughan,31.0
Daniel Tosh,33.0
Kenan Imirzalioglu,36.0
Kendall Schmidt,29.0
Mark Salling,29.0
Marilyn Milian,42.0
Helene Fischer,33.0
William Brent,23.0
Jamie Campbell Bower,23.0
Shantel VanSanten,31.0
Alexander Ludwig,30.0
Lucas Till,28.0
Dave Franco,30.0
Andrew Garfield,32.0
Cory Monteith,31.0
Ben Barnes,30.0
Alice Eve,31.0
Alexandra Daddario,29.0
Chris Hemsworth,40.0
Michael Fassbender,35.0
Joseph Morgan,31.0
Nathan Kress,21.0
Chelsea Kane,29.0
Ian Watkins,36.0
Luke Bryan,35.0
Robert Buckley,31.0
Jason Aldean,46.0
Hillary Fisher,28.0
Gemma Arterton,31.0
Alex O'Loughlin,33.0
Audrina Patridge,31.0
Yvonne Strahovski,28.0
Sebastian Stan,32.0
Sarah Hyland,28.0
Samantha Burton,20.0
Ryan Sheckler,31.0
Paulina Gretzky,27.0
Nicky Whelan,32.0
Laura Marano,23.0
Isabel Lucas,23.0
Indiana Evans,20.0
Helen Flanagan,27.0
Hayley Atwell,31.0
Britt Robertson,25.0
Bradley James,26.0
AnnaLynne McCord,27.0
Taylor Kitsch,36.0
Nadine Jansen,25.0
Julianna Rose Mauriello,24.0
Carey Mulligan,28.0
Sherry Jackson,31.0
Mara Wilson,7.0
Cansu Dere,28.0
Brooklyn Decker,29.0
Ana Ivanovic,33.0
Taylor Momsen,24.0
Kari Byron,35.0
Holly Weber,28.0
Pamela David,31.0
Doutzen Kroes,28.0
Corinna Schumacher,29.0
Dulce María,22.0
Heidi Montag,29.0
Alex Turner,25.0
Julianne Hough,30.0
Elizabeth Olsen,31.0
Catherine Duchess of Cambridge,33.0
Barry Manilow,45.0
Calvin Harris,35.0
Melissa Satta,28.0
Jamie Dornan,29.0
Barbie Blank,26.0
Jason Dolley,33.0
Lily Aldridge,28.0
Maureen McPhilmy,33.0
Jimmy Page,63.0
John Frusciante,33.0
Mitchel Musso,27.0
Brody Jenner,33.0
Joan Jett,28.0
Katie Price,33.0
Anson Mount,32.0
David Henrie,29.0
Gabriela Sabatini,36.0
Zachary Levi,34.0
Stephen Colletti,32.0
Norman Reedus,38.0
Joyce DeWitt,44.0
Johnny Galecki,38.0
Dawn Wells,47.0
Courtney Hansen,35.0
Chloë Grace Moretz,26.0
Carla Bruni,34.0
Brandon Boyd,38.0
Amy Winehouse,30.0
Robin Meade,34.0
Gia Carangi,25.0
Luisana Lopilato,23.0
Lorena Herrera,32.0
Dian Parkinson,38.0
Bonnie Wright,29.0
Nicholas Hoult,27.0
Wifey,31.0
Wendy Whoppers,26.0
Rocco Siffredi,46.0
Pandora Peaks,30.0
Laure Sainclair,30.0
Kay Parker,38.0
Jesse Jane,29.0
Gianna Michaels,31.0
Clara Morgane,31.0
Carmella Bing,30.0
Tina Louise,28.0
Romy Schneider,27.0
Linda Blair,41.0
Karen McDougal,33.0
Elle Fanning,24.0
Edwige Fenech,34.0
Claudia Cardinale,31.0
Cassandra Peterson,44.0
A.J. Cook,29.0
Jeremy Renner,41.0
Jan Smithers,35.0
Joan Severance,42.0
Morgan Fairchild,39.0
Russell Brand,32.0
Susan Dey,43.0
Steven Tyler,49.0
Stella Stevens,27.0
Shirley Temple,30.0
Sarah Young,32.0
Robert Plant,36.0
Princess Diana,29.0
Ornella Muti,36.0
Nurgül Yesilçay,29.0
Neil Diamond,60.0
Natalia Oreiro,30.0
Nat Wolff,25.0
Michelle Hunziker,29.0
Markie Post,47.0
Marjorie De Sousa,31.0
Mario Cimarro,33.0
Linda Kozlowski,31.0
Kelly Stables,32.0
John Denver,30.0
Joey Heatherton,25.0
Heather Thomas,33.0
Gina Lollobrigida,31.0
Gary Allan,47.0
Gabriela Spanic,32.0
